ADDR_1,ADDR_2,ADDR_3,SDL_ID,SOL_ID,TS_CNT,BANK_ID,BR_CODE,DEL_FLG,DP_CODE,FAB_FLG,MRS_NAME,PIN_CODE,SOL_DESC,WKLY_OFF,BANK_CODE,CITY_CODE,LCHG_TIME,MINOR_AGE,RCRE_TIME,SOL_ALIAS,TIME_ZONE,WKLY_OFF2,CNTRY_CODE,LICENSE_NO,PAN_GIR_NO,STATE_CODE,ENTITY_NAME,REGION_NAME,SOL_CLS_FLG,SOL_NAT_FLG,ABBR_BR_NAME,BOD_SYS_DATE,BR_OPEN_DATE,BR_STAT_CODE,CS_SOL_MESG1,CS_SOL_MESG2,DB_STAT_CODE,EXTERNAL_SOL,LCHG_USER_ID,RCRE_USER_ID,SOL_BOD_DATE,SOL_CLS_DATE,SOL_PRIORITY,ALT1_SOL_DESC,CUT_OVER_TIME,DIVISION_NAME,PROFIT_CENTER,TR_ENABLE_FLG,ABBR_BANK_NAME,ATM_JOB_STATUS,BR_FREE_CODE_1,BR_FREE_CODE_2,BR_FREE_CODE_3,BR_FREE_CODE_4,BR_FREE_CODE_5,BR_FREE_CODE_6,BR_FREE_CODE_7,BR_FREE_CODE_8,BR_FREE_CODE_9,CLG_CENTRE_NUM,DDN_WARN_LEVEL,EXTN_CNTR_CODE,HIGH_VALUE_SOL,MICR_BANK_CODE,PREF_LANG_CODE,SOL_EOD_STATUS,BATCH_OPER_DATE,BR_FREE_CODE_10,CTS_ENABLED_FLG,DB_STAT_USER_ID,HOME_CRNCY_CODE,LOCAL_IMAGE_FLG,MICR_CENTRE_FLG,PARTITION_ALIAS,REFERRAL_SET_ID,STOP_CLG_FT_FLG,TDS_CIRCLE_NAME,TREA_FREE_TEXT1,TREA_FREE_TEXT2,UNIFORM_BR_CODE,DB_INT_STAT_CODE,MENU_DISABLE_FLG,MICR_BRANCH_CODE,MICR_CENTRE_CODE,STOP_CASH_FT_FLG,STOP_XFER_FT_FLG,TAX_DEDN_DETAILS,BRANCH_IP_ADDRESS,CS_SOL_NATL_MESG1,CS_SOL_NATL_MESG2,DESTRY_INVT_CLASS,LAST_SI_EXEC_DATE,TDS_CERT_NUM_CODE,TYPE_OF_CASH_ACCT,CIRCLE_OFFICE_NAME,NEXT_CUST_NUM_CODE,PDC_INSTL_RUN_DATE,PREF_LANG_SOL_DESC,TR_HOME_CRNCY_CODE,BRANCH_REF_PORT_NUM,REROUTE_STP_ALLOWED,DATE_OF_INSTALLATION,DESTRY_INVT_LOCATION,FC_VAULT_LIMIT_IN_HC,HC_VAULT_LIMIT_IN_HC,NUM_OF_TIMES_IBR_GEN,OSP_MAX_OUT_STD_DAYS,INSTRMNT_WISE_REG_ALWD,RECEIVE_ALL_IMAGES_FLG,SOL_RESTARTABILITY_FLG,SAME_DAY_REV_TO_IBR_FLG,CONSOL_VAULT_LIMIT_IN_HC,DDN_WARN_LEVEL_EXCP_CODE,VALUE_DATING_ON_HOLIDAYS,INSTRMNT_ENCODE_BATCH_NUM,INSTRMNT_ENCODE_BLOCK_NUM,LAST_INT_CALC_DATE_FOR_SB,USER_CLG_DR_LIM_EXCP_CODE,EXT_EOD_NOT_COMP_EXCP_CODE,USER_CASH_DR_LIM_EXCP_CODE,USER_XFER_DR_LIM_EXCP_CODE,PROXY_NOT_SQUARED_EXCP_CODE,PROXY_PEND_VERIFN_EXCP_CODE,ALL_EXT_TRANS_PROC_EXCP_CODE,updated_at
CHANDRAUTA,,,ALL,K9,49517,1,K9,N,,N,,,CHANDRAUTA BRANCH,7,BOAN,KAPIL,2024-07-26T21:28:51,18,2018-03-30T12:30:27,209,NPT,0,,,,LUMBI,,,Y,C,CHA,2018-11-06T06:53:51,2018-03-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,K9,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-03-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
SURUNGA,,,ALL,L0,76113,1,L0,N,,N,,,SURUNGA BRANCH,7,BOAN,JHAPA,2024-07-26T21:28:54,18,2018-03-30T12:53:28,210,NPT,0,,,,MECHI,,,Y,C,SUR,2018-11-06T06:53:51,2018-03-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,L0,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-03-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
SHISAHANIYA,,,ALL,L2,46447,1,L2,N,,N,,,SHISAHANIYA BRANCH,7,BOAN,DANG,2024-07-26T21:28:54,18,2018-03-30T14:19:26,212,NPT,0,,,,BHERI,,,Y,C,SHI,2018-11-06T06:53:51,2018-03-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,L2,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-03-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
CHARPANE,,,ALL,L1,74914,1,L1,N,,N,,,CHARPANE BRANCH,7,BOAN,JHAPA,2024-07-26T21:28:54,18,2018-03-30T13:09:48,211,NPT,0,,,,MECHI,,,Y,C,CHA,2018-11-06T06:53:51,2018-03-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,L1,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-03-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
MAHADEVA,,,ALL,N6,33777,1,N6,N,,N,,,MAHADEVA BRANCH,7,BOAN,SAPTA,2024-07-26T21:29:05,18,2018-05-30T16:32:11,236,NPT,0,,,,SAGAR,,,Y,C,MAH,2018-11-06T06:53:51,2018-05-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,N6,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
RAJBIRAJ,,,ALL,N8,18321,1,N8,N,,N,,,RAJBIRAJ BRANCH,7,BOAN,SAPTA,2024-07-26T21:29:05,18,2018-06-12T14:46:52,238,NPT,0,,,,SAGAR,,,Y,C,RAJ,2018-11-06T06:53:51,2018-06-12T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,N8,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-06-12T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
KRISHI,,,ALL,N4,37804,1,N4,N,,N,,,KRISHI BRANCH,7,BOAN,POKHA,2024-07-26T21:29:05,18,2018-05-30T15:39:20,234,NPT,0,,,,GANDA,,,Y,C,KRI,2018-11-06T06:53:51,2018-05-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,N4,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
TIRAHUT,,,ALL,N3,85543,1,N3,N,,N,,,TIRAHUT BRANCH,7,BOAN,SAPTA,2024-07-26T21:29:05,18,2018-05-30T15:16:48,233,NPT,0,,,,SAGAR,,,Y,C,TIR,2018-11-06T06:53:51,2018-05-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,N3,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
JAGARNATHPUR,,,ALL,N1,5017,1,N1,N,,N,,,JAGARNATHPUR BRANCH,7,BOAN,JAGAH,2024-07-26T21:29:05,18,2018-05-30T12:41:14,231,NPT,0,,,,NARAY,,,Y,C,JAG,2018-11-06T06:53:51,2018-05-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,N1,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
MORANG,,,ALL,N0,6279,1,N0,N,,N,,,ROADCESS CHOWK BRANCH,7,BOAN,MORAN,2024-07-26T21:29:05,18,2018-05-10T15:23:15,230,NPT,0,,,,KOSHI,,,Y,C,ROA,2018-11-06T06:53:51,2018-05-10T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,AP1268,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,N0,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-05-10T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
PHETA,,,ALL,M2,14108,1,M2,N,,N,,,PHETA BRANCH,7,BOAN,BARA,2024-07-26T21:29:05,18,2018-04-27T11:13:33,222,NPT,0,,,,NARAY,,,Y,C,PHE,2018-11-06T06:53:51,2018-04-27T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,M2,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-27T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
JANAKI GAUPALIKA,,,ALL,L8,95317,1,L8,N,,N,,,JANAKI GAUPALIKA BRANCH,7,BOAN,BANKE,2024-07-26T21:29:05,18,2018-04-26T16:17:04,218,NPT,0,,,,BHERI,,,Y,C,JAN,2018-11-06T06:53:51,2018-04-26T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,L8,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-26T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
CHIPPARMAI GAUPALIKA,,,ALL,L6,685,1,L6,N,,N,,,CHIPPARMAI GAUPALIKA BRANCH,7,BOAN,PARSA,2024-07-26T21:29:05,18,2018-04-26T12:24:44,216,NPT,0,,,,NARAY,,,Y,C,CHI,2018-11-06T06:53:51,2018-04-26T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,L6,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-26T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
BIRATNAGAR MAIN ROAD,,,ALL,L4,12005,1,L4,N,,N,,,BIRATNAGAR MAIN ROAD BRANCH,7,BOAN,MORAN,2024-07-26T21:29:05,18,2018-04-25T16:48:19,214,NPT,0,,,,KOSHI,,,Y,C,BIR,2018-11-06T06:53:51,2018-04-25T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,L4,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-25T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
GAURIGUNJ,,,ALL,L3,35039,1,L3,N,,N,,,GAURIGUNJ BAZAR BRANCH,7,BOAN,JHAPA,2024-07-26T21:29:05,18,2018-03-30T14:51:46,213,NPT,0,,,,MECHI,,,Y,C,GAU,2018-11-06T06:53:51,2018-03-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,L3,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-03-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
CHAKRAGHATTA,,,ALL,N7,38068,1,N7,N,,N,,,CHAKRAGHATTA BRANCH,7,BOAN,JANAK,2024-07-26T21:29:05,18,2018-05-30T16:54:20,237,NPT,0,,,,JANAK,,,Y,C,CHA,2018-11-06T06:53:51,2018-05-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,N7,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
GUJARA NAGARPALIKA,,,ALL,L7,50012,1,L7,N,,N,,,GUJARA NAGARPALIKA BRANCH,7,BOAN,RAUTA,2024-07-26T21:29:05,18,2018-04-26T15:40:04,217,NPT,0,,,,NARAY,,,Y,C,GUJ,2018-11-06T06:53:51,2018-04-26T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y,N,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,,N,N,BOA,,,,,,,,,,,BOA,0,0,N,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,L7,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-26T00:00:00.000000,,0,0,0,0,N,N,N,N,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
RAMPRASAD RAI GAUPALIA,,,ALL,L5,17875,1,L5,N,,N,,,RAMPRASAD RAI GAUPALIKA BRANCH,7,BOAN,BHOJP,2024-07-26T21:29:05,18,2018-04-26T11:32:03,215,NPT,0,,,,KOSHI,,,Y,C,RAM,2018-11-06T06:53:51,2018-04-26T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,L5,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-26T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
DALLIBAZAR,,,ALL,N5,38351,1,N5,N,,N,,,DALLIBAZAR BRANCH,7,BOAN,RUKUM,2024-07-26T21:29:05,18,2018-05-30T16:02:00.000000,235,NPT,0,,,,BHERI,,,Y,C,DAL,2018-11-06T06:53:51,2018-05-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,N5,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
SAGHARA,,,ALL,N2,2163,1,N2,N,,N,,,SAGHARA BRANCH,7,BOAN,JANAK,2024-07-26T21:29:05,18,2018-05-30T14:45:28,232,NPT,0,,,,JANAK,,,Y,C,LAG,2018-11-06T06:53:51,2018-05-30T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,N2,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
BHOJPUR,,,ALL,M9,47701,1,M9,N,,N,,,DINGLA BRANCH,7,BOAN,BHOJP,2024-07-26T21:29:05,18,2018-04-29T16:19:06,229,NPT,0,,,,KOSHI,,,Y,C,DIN,2018-11-06T06:53:51,2018-04-29T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,M9,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-29T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
GOLBAZAR,,,ALL,N9,45430,1,N9,N,,N,,,GOLBAZAR BRANCH,7,BOAN,SIRAH,2024-07-26T21:29:05,18,2018-06-12T15:08:05,239,NPT,0,,,,SAGAR,,,Y,C,GOL,2018-11-06T06:53:51,2018-06-12T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,N9,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-06-12T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
DUDUWA GAUPALIKA,,,ALL,L9,34449,1,L9,N,,N,,,DUDUWA GAUPALIKA BRANCH,7,BOAN,BANKE,2024-07-26T21:29:05,18,2018-04-26T16:52:50,219,NPT,0,,,,BHERI,,,Y,C,DUD,2018-11-06T06:53:51,2018-04-26T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,L9,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-26T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
BAIJANATH GAUPALIKA,,,ALL,M0,22685,1,M0,N,,N,,,BAIJANATH GAUPALIKA BRANCH,7,BOAN,BANKE,2024-07-26T21:29:05,18,2018-04-26T17:15:46,220,NPT,0,,,,BHERI,,,Y,C,BAI,2018-11-06T06:53:51,2018-04-26T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,M0,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-26T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
RAJPUR,,,ALL,M1,31025,1,M1,N,,N,,,RAJPUR GAUPALIKA BRANCH,7,BOAN,DANG,2024-07-26T21:29:05,18,2018-04-27T10:35:52,221,NPT,0,,,,BHERI,,,Y,C,RAJ,2018-11-06T06:53:51,2018-04-27T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,M1,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-27T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
BELBARI,,,ALL,M3,51143,1,M3,N,,N,,,BELBARI BRANCH,7,BOAN,MORAN,2024-07-26T21:29:05,18,2018-04-27T11:39:57,223,NPT,0,,,,KOSHI,,,Y,C,BEL,2018-11-06T06:53:51,2018-04-27T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,M3,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-27T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
LETANG,,,ALL,M4,17801,1,M4,N,,N,,,LETANG BRANCH,7,BOAN,MORAN,2024-07-26T21:29:05,18,2018-04-27T12:01:31,224,NPT,0,,,,KOSHI,,,Y,C,LET,2018-11-06T06:53:51,2018-04-27T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,M4,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-04-27T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
SHANKHAMUL,,,ALL,M5,11850,1,M5,N,,N,,,SHANKHAMUL BRANCH,7,BOAN,KATHM,2024-07-26T21:29:05,18,2018-04-27T12:22:58,225,NPT,0,,,,BAGMA,,,Y,C,SHA,2018-11-06T06:53:51,2019-01-13T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y,N,FINADMIN,BPD1,2024-07-27T00:00:00.000000,2024-07-26T00:00:00.000000,0,,1900-01-01T00:00:00.000000,,N,N,BOA,,,,,,,,,,,BOA,0,0,N,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,M5,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2019-01-13T00:00:00.000000,,0,0,0,0,N,N,N,N,0,,N,0,0,2024-07-26T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-07 06:56:14.899
