schm_code_t,Schm_code,Schm_Desc (Product)
PDSC1009,FD096,10X INDIVIDUAL FD MONTHLY OPERATIVE POSTING
PDSC1577,FD098,10X INSTITUTIONAL FIXED DEPOSIT(MONTLHY OP)
PDSC945,FD088,UTKRISTA 10X FIXED YOJANA 7X- REMITTANCE
PDSC1673,FD068,UTKRISTA 10X FIXED YOJANA 5X- INDIVIDUAL
PDSC1685,FD080,UTKRISTA 10X FIXED YOJANA 8X- INSTITUTIONAL
PDSC536,FD073,UTKRISTA 10X FIXED YOJANA 10X- INDIVIDUAL
PDSC290,FD065,UTKRISTA 10X FIXED YOJANA 2X- INDIVIDUAL
PDSC1392,FD085,UTKRISTA 10X FIXED YOJANA 4X- REMITTANCE
PDSC1755,FD086,UTKRISTA 10X FIXED YOJANA 5X- REMITTANCE
PDSC1338,FD075,UTKRISTA 10X FIXED YOJANA 3X- INSTITUTIONAL
PDSC1186,FD071,UTKRISTA 10X FIXED YOJANA 8X- INDIVIDUAL
PDSC967,FD078,UTKRISTA 10X FIXED YOJANA 6X- INSTITUTIONAL
PDSC680,FD079,UTKRISTA 10X FIXED YOJANA 7X- INSTITUTIONAL
PDSC1667,FD072,UTKRISTA 10X FIXED YOJANA 9X- INDIVIDUAL
PDSC535,FD094,10X REMITTANCE FIXED
PDSC676,FD224,UTKRISTA STHANIYA FD MONTHLY OPERATIVE POSTING
PDSC1084,FD095,10X INSTITUTIONAL FD (MONTHLY OPERATIVE POSTING)
PDSC1769,FD074,UTKRISTA 10X FIXED YOJANA 2X- INSTITUTIONAL
PDSC394,FD066,UTKRISTA 10X FIXED YOJANA 3X- INDIVIDUAL
PDSC1400,FD090,UTKRISTA 10X FIXED YOJANA 9X- REMITTANCE
PDSC1438,FD076,UTKRISTA 10X FIXED YOJANA 4X- INSTITUTIONAL
PDSC1346,FD082,UTKRISTA 10X FIXED YOJANA 10X- INSTITUTIONAL
PDSC499,FD083,UTKRISTA 10X FIXED YOJANA 2X- REMITTANCE
PDSC1800,FD087,UTKRISTA 10X FIXED YOJANA 6X- REMITTANCE
PDSC13,FD089,UTKRISTA 10X FIXED YOJANA 8X- REMITTANCE
PDSC1126,FD070,UTKRISTA 10X FIXED YOJANA 7X- INDIVIDUAL
PDSC972,FD084,UTKRISTA 10X FIXED YOJANA 3X- REMITTANCE
PDSC1002,FD091,UTKRISTA 10X FIXED YOJANA 10X- REMITTANCE
PDSC1004,FD067,UTKRISTA 10X FIXED YOJANA 4X- INDIVIDUAL
PDSC431,FD069,UTKRISTA 10X FIXED YOJANA 6X- INDIVIDUAL
PDSC324,FD093,10X INSTITUTIONAL FIXED
PDSC425,FD077,UTKRISTA 10X FIXED YOJANA 5X- INSTITUTIONAL
PDSC409,FD081,UTKRISTA 10X FIXED YOJANA 9X- INSTITUTIONAL
PDSC1201,FD223,UTKRISTA INDIVIDUAL REMITTANCE FD MONTHLY OPERATIVE POSTING
PDSC1223,FD092,10X - INDIVIDUAL FIXED
PDSC1274,FD222,UTKRISTA INDIVIDUAL FD MONTHLY OPERATIVE POSTING
PDSC223,RD002,SAGARMATHA RECURRING DEPOSIT A/C
PDSC631,RD003,UTTAM RECURRING DEPOSIT
PDSC1742,RD005, SUPER UTTAM MASIK SAGARMATHAHHEP KHATA (CUSTOMIZED)
PDSC530,RD004, SUPER UTTAM MASIK SAGARMATHAHHEP KHATA (NORMAL)
PDSC1190,RD006, PREMIUM SUPER UTTAM MASIK SAGARMATHAHHEP KHATA
PDSC400,RD007, PREMIUM SUPER UTTAM MASIK SAGARMATHAHHEP KHATA- CUSTOMIZE
PDSC1353,RD008,UTKRISTA MASIK SAGARMATHAHHEP KHATA
PDSC54,RD055,UTKRISTA 10X REMITTANCE MASIK NISCHEP YOJANA
PDSC1493,RD056,UTKRISTA MASIK NISCHEP -INDIVIDUAL MONTHLY OPERATING POSTING
PDSC300,RD052,UTKRISTA REMITTANCE MASIK SAGARMATHAHHEP KHATA - MONTHLY
PDSC572,RD051,UTKRISTA MASIK SAGARMATHAHHEP KHATA- MONTHLY
PDSC121,RD057,MASIK SAGARMATHAHHEP KHATA- MONTHLY
PDSC1241,RD053,10X MASIK NISCHEP- INDIVIDUAL
PDSC1510,RD054,10X MASIK NISCHEP - REMITTANCE
PDSC905,SBCAL,CALL DEPOSIT-CO-OPEARTIVE
PDSC1790,SBCLM,SAVING CALL DEP MONTHLY
PDSC229,SBBUS,BUSINESS CALL ACCOUNT
PDSC1782,INSCL,CALL DEPOSIT- INSTITUTION
PDSC1203,SBSUP,COR. SUPER CALL AC-SBSUP
PDSC491,SBSOC,SOCIAL ACCOUNT-INSTITUTION
PDSC1696,STCAL,STRUCTURED CALL DEPOSIT
PDSC823,INCAL,INDIVIDUAL CALL DEP-INCAL
PDSC128,SBSKS,SIKSHYA KOSH
PDSC1739,INSC1,INST. CALL ACCOUNT
PDSC695,INSC2,INST. CALL ACCOUNT
PDSC907,INSC3,INST. CALL ACCOUNT
PDSC844,INSC4,INST. CALL ACCOUNT
PDSC465,INSC5,INST. CALL ACCOUNT
PDSC1864,INSC6,INST. CALL ACCOUNT
PDSC374,INSC7,INST. CALL ACCOUNT
PDSC375,INSC8,INST. CALL ACCOUNT
PDSC1265,INSC9,INST. CALL ACCOUNT
PDSC1840,INCA1,INDIVIDUAL CALL DEPOSIT
PDSC701,INCA2,INDIVIDUAL CALL DEPOSIT
PDSC1705,INCA3,INDIVIDUAL CALL DEPOSIT
PDSC970,INCA4,INDIVIDUAL CALL DEPOSIT
PDSC611,CL103,CALL HALF YEAR INDIV EUR
PDSC1575,CL104,CALL HALF YEAR INDIV GBP
PDSC1401,CL251,SAGARMATHA-SUPER DEPOSIT-INDV.
PDSC1275,CL500,SOCIAL ACCOUNT-CO-OPERATIVE
PDSC1017,CL001,SIKSHYA KOSH
PDSC1235,CL002,CALL QUARTERLY INDIV. NPR
PDSC402,CL003,CALL QUARTERLY INDIV USD
PDSC750,CL004,CALL QUARTERLY INDIV EUR
PDSC1148,CL005,CALL QUARTERLY INDIV GBP
PDSC1630,CL006,CALL  INDIVIDUAL SLAB1
PDSC1271,CL007,CALL  INDIVIDUAL SLAB2
PDSC1325,CL008,CALL  INDIVIDUAL SLAB3
PDSC1050,CL009,CALL  INDIVIDUAL SLAB4
PDSC246,CL010,CALL  INDIVIDUAL SLAB5
PDSC1665,CL101,CALL HALF YR INDIV NPR
PDSC478,CL102,CALL HALF YEAR INDIV USD
PDSC911,CL501,CALL INSTITUTIONAL SLAB1
PDSC614,CL502,CALL INSTITUTIONAL SLAB2
PDSC498,CL503,CALL INSTITUTIONAL SLAB3
PDSC869,CL504,CALL INSTITUTIONAL SLAB4
PDSC442,CL505,CALL INSTITUTIONAL SLAB5
PDSC744,CL506,CALL DEPOSIT-BFIS
PDSC1104,CL507,CALL QUARTERLY INST. USD
PDSC878,CL508,CALL QUARTERLY INST. EUR
PDSC1375,CL509,CALL QUARTERLY INST. GBP
PDSC630,CL600,BUSINESS CALL ACCOUNT
PDSC560,CL601,CORPORATE SUPER A/C OTHER
PDSC196,CL602,CORPORATE SUPER A/C BFI
PDSC821,CL603,CALL HALF YEAR INST. NPR
PDSC1589,CL604,CALL HALF YEAR INST. USD
PDSC1462,CL605,CALL HALF YEAR INST. EUR
PDSC513,CL606,CALL HALF YEAR INST. GBP
PDSC1005,CL751,SAGARMATHA-SUPER DEPOSIT-INST.
PDSC1069,CL753,DOUBLE DEPOSIT CALL ACCOU
PDSC1260,CL754,SAMMUNATI PLUS CALL
PDSC843,CL013,SAGARMATHA HEALTH SECTOR  CALL ACCOUNT
PDSC351,CL011,SAGARMATHA COLLEGE/SCHOOL ACCOUNT
PDSC787,CL012,SAGARMATHA UNIVERSITY ACCOUNT
PDSC195,NADET,SAGARMATHA DEVELOPMENT AND EMBASSY NPO/TRUST
PDSC860,NADEI,SAGARMATHA  DEVELOPMENT AND EMBASSY  INGO
PDSC773,NADEN,SAGARMATHA  DEVELOPMENT AND EMBASSY NGO
PDSC472,CL014,SAGARMATHA PRIORITY SECTOR CALL ACCOUNT
PDSC1058,CL015,SAGARMATHA TOURISM CALL ACCOUNT
PDSC294,CL510,CALLL BFI FCY DEPOSIT
PDSC815,CL016,SWEEP IN SWEEP OUT INST-CALL
PDSC590,CL511,CALL USD FCY DEPOSIT FLEXI
PDSC828,MARGN,MARGIN ACCOUNT
PDSC1732,DLSBM,DL - SBSME - MONTHLY
PDSC1381,TLMCR,TL - MDCOR
PDSC1408,ALALT,AL - ALTO 0%
PDSC1248,TLEBL,TL - EASY BUSINESS LOAN
PDSC1089,TRALY,TR - AGRL LOAN FOR YOUTHS
PDSC779,TLALY,TL - AGRL LOAN FOR YOUTHS
PDSC1662,DLPSM,DL-PROMOTER SHARE MARGIN
PDSC1501,PLEMI,PERSONAL LOAN EMI
PDSC935,HLST2,HOUSING LOAN - STAFF - EN
PDSC415,DLDKK,DL-DSL KISAN KARZA
PDSC1033,NAPHL,SAGARMATHA PREMIUM HOME LOA
PDSC1090,TLAEL,TL-DSL AGRICUL EQUIP LOAN
PDSC1759,HLLNP,GHAR SUBIDHA-LAND PURCHAS
PDSC674,TLLCH,TL-DSL LOW COST HOUSING
PDSC419,FCYLC,FCY LOAN LARGE CORPORATE
PDSC616,NEETL,SAGARMATHA EASY HOME EQUITY TERM LOAN-LAMP
PDSC1703,EIDEP,DEPRIVED SEC EI
PDSC81,TLSPR,TL-SUPER PAYROLL
PDSC45,PLZPF,PERSONAL LOAN 0% FINANCIN
PDSC1801,SBLTL,SMALL BUSINESS TERM LOAN
PDSC1592,MEWTL,MEDIUM ENTERPRISE WORKING
PDSC1362,MMWTL,MID MARKET WORKING CAPITA
PDSC768,TLLUK,TL-DSL LAGHU UDHAM KARZA
PDSC1708,TLCAL,TL-DSL COMM. AGRICULTURAL
PDSC64,TLSKK,TL-DSL SAHAKARI KRISHI PA
PDSC34,FELCS,FOREIGN EMPLOYMENT LOAN
PDSC1132,HLAPG,AWASIA PUNANIRMAN GHAR KA
PDSC1386,HLEQF,GHAR SUBHIDA-EQUITY BALAN
PDSC1024,HLNAP,SAGARMATHA PREMIUM HOME LOA
PDSC917,HLRRE,GHAR SUBIDHA-RESIDENTIAL
PDSC253,TLNSS,TL SAJILO SUBIDHA
PDSC06,EDUAA,EDU LOAN FOR ABROAD AUS
PDSC266,EDUAO,EDU LOAN FOR ABROAD OTHER
PDSC763,EDUDS,EDU LOAN FOR DOMESTIC STD
PDSC579,FCYMM,FCY LOAN MID MARKET
PDSC1228,TLGSC,TL-HOME LOAN GRAND
PDSC1797,HLGSC,HL-HOME LOAN GRAND
PDSC1844,FLNTF,FORCE LOAN TRADE FINANCE
PDSC1839,VLST2,VEHICLE STF LOAN EMI-
PDSC1077,SLSEM,SHORT TERM LOAN-SMALL MON
PDSC80,DMSBL,DEMAND LOAN-AGAINST SH MO
PDSC1364,BGSSM,BRIDGE GAP LOAN BUSI MON
PDSC265,SLMSM,SHORT TERM LOAN-MED EN MO
PDSC126,DLMSM,DEMAND LOAN MED ENTER MON
PDSC1744,BGMSM,BRIDGE GAP LOAN ENTR MO
PDSC1064,SLMCM,SHORT TERM LOAN MM MONTH
PDSC1496,TLCHL,SAGARMATHA CHL - TERM LOAN
PDSC1594,ALPNW,AUTO PVT  WITHOUT COLL
PDSC664,ALPNC,AUTO PVT  WITH COLLATL
PDSC47,ALPUC,AUTO PVT USED WITH COLLAT
PDSC19,ALRBW,AUTO PVT BUS WITHOUT COLL
PDSC1225,DLMEM,DMD LOAN LOAN AGNST SHR M
PDSC956,DLMCM,DEMAND LOAN MM MONTHLY
PDSC1021,BGMCM,BRIDGE GAP LOA MM MONTH
PDSC1680,NACHL,SAGARMATHA CHAMATKARI HOME L
PDSC381,NACAL,SAGARMATHA CHAMATKARI AUTO L
PDSC138,HLCHL,SAGARMATHA CHL - HOME LOAN
PDSC1623,ALPUW,AUTO PVT USED WITHOUT COL
PDSC39,ALRBC,AUTO PVT BUS WITH COLLATL
PDSC1262,DLASP,DL-DLASP AS PROMOTOR MONTHLY
PDSC15,DLLAS,DL-DLLAS LAS MONTHLY
PDSC1027,PBLDL,SAGARMATHA PRIORITY BUSINESS LOAN-PBLDL
PDSC986,PBFTQ,SAGARMATHA PRIORITY BUSINESS LOAN-PBFTQ
PDSC393,PRBTQ,SAGARMATHA PREMIUM BUSINESS LOAN PRBTQ
PDSC1412,HLSTF,HOUSING LOAN - STAFF
PDSC1006,LBEMI,EQUITY LAND & BUILDING EM
PDSC85,TLCOR,TERM LOAN - CORPORATE
PDSC371,ALRET,AUTO LOAN-RETAIL
PDSC364,HLRET,RETAIL HOUSING LOAN
PDSC1117,TLBUS,TERM LOAN - BUSINESS
PDSC1591,ALBUS,AUTO LOAN-BUSINESS
PDSC866,EQBUS,EI-BUSINESS-EQUPMENT
PDSC1113,EDRET,EI-PFS-EDUCATION
PDSC309,ALCOR,EI-CORPORATE AUTO
PDSC192,ETBUS,EI-MID MARKET TERM LOAN
PDSC921,ETCOR,EI-CORPORATE TERM LOAN
PDSC148,TLDEP,TERM LOAN -DEPRIVED
PDSC596,CLSTE,CONSUMER LOAN STAFF-EMI
PDSC686,SLSTE,SOCIAL LOAN STAFF-EMI
PDSC1467,EQCOR,EI-CORPORATE-EQUIPMENT
PDSC1200,ESDLC,EI-SDL-CORPORATE
PDSC1593,ALEFS,EI-AUTO LOAN-EFS
PDSC1297,EQEFS,EI-EFS-EQUPMENT
PDSC1777,ETEFS,EI-EFS-TERM LOAN
PDSC837,STCOR,STRUCT TERM LOAN
PDSC937,VLSTF,VEHICLE STAFF LOAN EMI
PDSC1764,TLEFS,TERM LOAN-EFS
PDSC1659,HLSUL,HOME LOAN SULAV AWAS KARJ
PDSC1063,PLM01,PERSONAL TERM LOAN SECURED BY REAL ESTATE COLLATERAL-UNDER REGULATORY RETAIL PORTFOLIO-MONTHLY
PDSC1156,PLM02,PERSONAL TERM LOAN SECURED BY REAL ESTATE COLLATERAL-MONTHLY
PDSC668,PLQ02,PERSONAL TERM LOAN SECURED BY REAL ESTATE COLLATERAL-QUARTERLY
PDSC168,HLRS2,HOME LOAN RESIGNED STAFF II
PDSC28,ALBFB,AUTOLOAN-BF-BALLOON
PDSC1752,ALBFE,AUTOLOAN-BF-EMI
PDSC1675,ALCRP,CORPORATE AUTO LOAN
PDSC675,ALNRS,AUTO LOAN
PDSC1128,ALSME,SME - CORP AUTO LOAN
PDSC503,DLBDG,BRIDGE GAP LOAN
PDSC840,TLFXD,FIXED TERM LOAN
PDSC339,TLSBL,TERM LOAN-SBL
PDSC923,HOLON,HOUSING LOAN
PDSC24,TLSME,SME - FTL
PDSC18,TRNRS,TRUST RECEIPT LOAN
PDSC524,TRSME,SME - TR LOAN
PDSC1581,IBBLC,BILLS UNDERIMPORT LC
PDSC1654,CBPLM,CLEAN BILLS PURCHASE
PDSC70,IBSME,SME - DOCS. BILLS
PDSC1120,DBPLN,DOC. BILLS PURCHASE
PDSC928,SDCOP,SME - CLEAN BP
PDSC811,DLPRY,PRIORITY SECTOR LOAN
PDSC1138,LAOTH,LOAN AGST ASSET - PFS EMI
PDSC254,DLDEP,DEPRIVED SEC. LOAN
PDSC900,DLFDR,LOAN AGAINST SAGARMATHAB FD
PDSC1210,DLNPR,DEMAND LOAN
PDSC1481,DLPFN,COMM. PROP. FINANCE
PDSC704,EBLDQ,DL-SAGARMATHA EASY BUSINESS LOAN - EBLDQ
PDSC1313,DLSFD,SME - LOAN AGST SAGARMATHA FD
PDSC1376,DLSST,SME - STL
PDSC1377,DLSME,SME - DEMAND LOAN
PDSC399,DLSMT,SME - TIME LOAN
PDSC486,DLSOT,SME - OTHER LOAN
PDSC1663,EDNLN,EDUCATION LOAN
PDSC139,DLSTL,SHORT TERM LOAN-
PDSC1614,DLTIM,TIME/DEMAND LOAN
PDSC278,DLONR,OTHER LOAN
PDSC52,PCPRX,PRE EXPORT LOAN
PDSC1105,SMPEX,SME - PRE-EXPORT
PDSC1843,OTHNW,OTHER LOAN-
PDSC1600,EQSSE,EL-SBSME EQUIPMENT LOAN
PDSC640,HLSSE,HL-SBSME HOME LOAN
PDSC505,EQLCR,EL- LACOR EQUIPMENT LOAN
PDSC369,EQPCR,EL-PFCOR EQUIPMENT LOAN
PDSC1169,SLMCR,SL-MDCOR SHORT TERM LOAN
PDSC876,SLPCR,SL-PFCOR SHORT TERM LOAN
PDSC1306,TLSEE,SME - FTL - EI
PDSC367,SLMSE,SL-MESME SHORT TERM LOAN
PDSC16,TRVLN,TRAVEL LOAN
PDSC429,TLFED,FIXED TERM LOAN - EI
PDSC895,DLINS,DEMAND LOAN INSURANCE
PDSC930,PRBTL,SAGARMATHA PREMIUM BUSINESS LOAN-PRBTL
PDSC755,ETLCR,ET-LACOR EQUAT TERM  LOAN
PDSC305,ETPCR,ET-PFCOR EQUAT TERM LOAN
PDSC362,ETSSE,ET-SBSME EQUAT TERM LOAN
PDSC1311,BGSSE,BG-SBSME BRIDGE GAP LOAN
PDSC1737,HLLCR,HL-LACOR HOME LOAN
PDSC421,HLPCR,HL-PFCOR HOME LOAN
PDSC1057,HLMSE,HL-MESME HOME LOAN
PDSC1022,HLESE,HL-EFSME HOME LOAN
PDSC1461,DLSEC,DL-RTBAN OTHER SECURITIES
PDSC1721,EBLCI,EB-LACOR EXP. BILL-USANCE
PDSC587,PCMCR,PC-MDCOR PACKING CREDIT
PDSC1059,BGLCR,BG-LACOR BRIDGE GAP LOAN
PDSC87,BGMCR,BG - MDCOR BRIDGE GAP LOA
PDSC1387,BGMSE,BG-MESME BRIDGE GAP LOAN
PDSC1290,BGESE,BG-EFSME BRIDGE GAP LOAN
PDSC387,EBMCF,EB-MDCOR EXP. BILLS-SIGHT
PDSC622,EBMCI,EB-MDCOR EXP BILLS-USANCE
PDSC1485,EBPCF,EB-PFCOR EXP BILLS-SIGHT
PDSC862,EBPCI,EB-PFCOR EXP BILLS-USANCE
PDSC883,PCLCR,PC-LACOR PACKING CREDIT
PDSC696,PCPCR,PC-PFCOR PACKING CREDIT
PDSC1403,PCMSC,PC-MESME PACKING CREDIT
PDSC1473,PCESE,PC-EFSME PACKING CREDIT
PDSC274,PCSSE,PC-SBSME PACKING CREDIT
PDSC26,ALPMS,AL-MESME AUTO LOAN PERSON
PDSC705,TRLCR,TR-LACOR TRUST RECPT LOAN
PDSC589,TRMCR,TR-MDCOR TRUST RECPT LOAN
PDSC1688,DLMGL,DL-RTBAN MARGIN LENDING
PDSC1231,SLSEE,SL-SBSME SHORT TERM LOAN
PDSC597,HLMCR,HL- MDCOR HOME LOAN
PDSC1425,TLPCR,TL-PFCOR PROJECT FINANCE
PDSC585,DLMCR,DL-MDCOR DEMAND LOAN
PDSC969,DLPCR,DL-PFCOR DEMAND LOAN
PDSC97,DLMSE,DL-MESME DEMAND LOAN
PDSC1546,ALPMR,AL-MDCOR AUTO LOAN - PERS
PDSC1735,ALPPR,AL-PFCOR AUTO LOAN- PERSO
PDSC125,ALPES,AL-EFSME AUTO LOAN PERSON
PDSC943,DLSSE,DL-SBSME DEMAND LOAN
PDSC1360,ALPSS,AL-SBSME AUTO LOAN PERSON
PDSC1794,DMGLD,DL-RTBAN GOLD LOAN
PDSC915,CBLCR,CB - LACOR CLEAN BILLS
PDSC1115,CBMCR,CB - MDCOR CLEAN BILLS
PDSC1865,CBESE,CB - EFSME CLEAN BILLS
PDSC1770,CBDEP,CB - DEPLN CLEAN BILLS
PDSC212,CBRTB,CB - RTBAN CLEAN BILLS
PDSC871,CBSEE,CB - SBSME CLEAN BILLS
PDSC48,CBSME,CB - MESME CLEAN BILLS
PDSC17,CBMSE,CB - MESME CLEAN BILLS
PDSC1682,CBPCR,CB - PFCOR CLEAN BILLS
PDSC1568,ALPCR,AL-LACOR AUTO LOAN PERSON
PDSC230,EBLCF,EB-LACOR EXP. BILL-SIGHT
PDSC1229,TRPCR,TR-PFCOR TRUST RECPT LOAN
PDSC1656,TRMSE,TR-MESME TRUST RECPT LOAN
PDSC137,TRESE,TR-EFSME TRUST RECPT LOAN
PDSC802,TRSSE,TR-SBSME TRUST RECPT LOAN
PDSC736,EBMEF,EB-MESME EXP BILLS SIGHT
PDSC982,EBMEI,EB-MESME EXP BILLS USANCE
PDSC1537,DLLAL,DL-LACOR LOAN AGNST SHARE
PDSC1560,DLPML,DMD LOAN PER. LENDING
PDSC583,GLDDM,GOLD LOAN (DEMAND)
PDSC953,DLMDL,DL-MDCOR LOAN AGNST SHARE
PDSC03,DLPFL,DL-PFCOR LOAN AGNST SHARE
PDSC353,DLMEL,DL-MESME LOAN AGNST SHARE
PDSC204,DLEFL,DL-EFSME LOAN AGNST SHARE
PDSC1331,DLSBL,DL-SBSME LOAN AGNST SHARE
PDSC508,EBEFF,EB-EFSME EXP BILLS SIGHT
PDSC342,BDLCR,BD - LACOR BILL DISCOUNT
PDSC999,EBEFI,EB-EFSME EXP BILLS USANCE
PDSC973,EBSBF,EB-SBSME EXP BILLS SIGHT
PDSC569,EBSBI,EB-SBSME EXP BILLS USANCE
PDSC1820,BDMCR,BD - MDCOR BILL DISCOUNT
PDSC571,BDPCR,BD - PFCOR BILL DISCOUNT
PDSC264,BDMSE,BD - MESME BILL DISCOUNT
PDSC1508,BDESE,BD - EFSME BILL DISCOUNT
PDSC1295,BDSSE,BD - SBSME BILL DISCOUNT
PDSC1189,DLSAM,DEMAND LOAN SAM CELL
PDSC386,TLMDM,TL - MDCOR MONTHLY
PDSC59,DLLUK,DL-DLLUK LAGHU UDHYAM KARZA
PDSC559,NAEPL,DL-SAGARMATHA HOME  EQUITY LOAN
PDSC912,NAEDL,DL-SAGARMATHA HOME EQUITY LOAN
PDSC1528,NARHL,TL-SAGARMATHA RESIDENTAL HOME LOAN
PDSC1818,FELDL,DL-FOREIGN EMPLOYMENT LOAN
PDSC166,NAETL,TL-SAGARMATHA  HOME EQUITY LOAN
PDSC728,PLDLN,DL-PERSONAL LOAN
PDSC723,DLIND,DL-INDIRECT DEPRIVED SECTOR LENDING
PDSC189,PRBFQ,SAGARMATHA PREMIUM BUSINESS LOAN-PRBFQ
PDSC1532,FTBTL,SAGARMATHA FAST TRACK BUSINESS LOAN-FTBTL
PDSC691,PRBFT,SAGARMATHA PREMIUM BUSINESS LOAN PRBFT
PDSC279,PRBDL,SAGARMATHA PREMIUM BUSINESS LOAN PRBDL
PDSC1486,PRBDQ,SAGARMATHA PREMIUM BUSINESS LOAN PRBDQ
PDSC725,SCGTL,TL-SUPE UTTAM GHAR KARJA-SCGTL
PDSC913,SCBTL,FTL-SUPER UTTAM BYAWASAYA KARJA-SCBTL
PDSC1583,SCQTL,FTL-SUPER UTTAM BYAWASAYA KARJA-SCQTL
PDSC389,SCFTL,FL-SUPER UTTAM GHAR KARJA-SCFTL
PDSC656,SCSTM,SUPER UTTAM SHORT  TERM (WC) MONTHLY-SCSTM
PDSC566,TLLGB,LAGHU GHARELU TATHA SANA UDHYAM BYAWASAYA KARZA
PDSC865,SBLDN,DL-SMALL BUSINESS LOAN-DEMAND LOANV-SBLDN
PDSC1731,SBLTM,TL-SMALL BUSINESS LOAN -TERM LOAN-SBLTM
PDSC1477,SBLTQ,TL- SMALL BUSINESS LOAN- TERM LOAN-SBLTQ
PDSC1802,DLFDM,DL- LOAN AGAINST FIXED DEPOSIT- NORMAL FD
PDSC1452,SBLDQ,DL-SAGARMATHA SMALL BUSINESS LOAN -SBLDQ
PDSC1695,SBDLQ,DL-SAGARMATHA SMALL BUSINESS LOAN -SBDLQ
PDSC205,WCTEM,WORKING CAPITAL TERM LOAN-EASY BUSINESS LOAN-MONTHLY-WCTEM
PDSC659,CCCLM,CASH CREDIT LIMIT-COPORATE LOAN-MONTHLY
PDSC245,SCQDL,DL-SUPER UTTAM BYAWASAYA KARJA-SCQDL
PDSC203,SCQTR,TR-SUPER UTTAM BYAWASAYA KARJA-SCQTR
PDSC1773,PLQ01,PERSONAL TERM LOAN SECURED BY REAL ESTATE COLLATERAL-UNDER REGULATORY RETAIL PORTFOLIO-QUARTERLY
PDSC898,TLMUK,TL-DSL MAHILA UDHAYMI  KARZA
PDSC29,DLMUK,DL-DLMUK MAHILA UDHYAN KARZA
PDSC1620,DLCAL,DL-DLCAL COMMERICAL AGRICULTRAL LOAN
PDSC319,DLNSS,DL-DLNSS DEMAND LOAN SAJILO SUBIDHA
PDSC1647,TLSMU,TL-SAHULIYAT MAHILA UDHYAMSHIL KARZA
PDSC1291,PBLTL,SAGARMATHA  PRIORITY BUSINESS LOAN-PBLTL
PDSC275,PBFTL,SAGARMATHA PRIORITY BUSINESS LOAN-PBFTL
PDSC1318,PBLTQ,SAGARMATHA PRIORITY BUSINESS LOAN PBLTQ
PDSC591,PBLDQ,SAGARMATHA PRIORITY BUSINESS LOAN PBLDQ
PDSC1350,PLADV,PERSONAL LOAN-TERM LOAN-ADVANCE SALARY
PDSC71,SCBDL,DL-SUPER UTTAM BYAWASAYA KARJA-SCBDL
PDSC53,SCBTR,TR-SUPER UTTAM BYAWASAYA KARJA-SCBTR
PDSC1320,SCFHL,TL-SUPER CHMATKARIK GHAR KARJA-SCFHL
PDSC283,SCOAL,TL-SUPER UTTAM SAWARI KARJA-SCOAL
PDSC102,SCWAL,TL-SUPER CHAMARTKARIK SAWARI KARJA-SCWAL
PDSC1805,SRQTL,TL-SUPER UTTAM GHAR KARJA-SRQTL
PDSC638,SCSAL,TL-SCSAL
PDSC322,CCROM,CREDIT CARD REPAYMENT OPTION WITHOUT COLLATERAL-CCROM
PDSC561,SCCTM,TL-SUPER UTTAM BYAWASAIK KARJA-SCCTM
PDSC1088,TLSYB,SANA YATAYAT BYAWASAYA KARZA
PDSC101,TLDSB,TL-DALIT SAMUDAYA BYABASAYA BIKASH KARZA
PDSC1018,TLUPB,TL-UCHHA RA PRABIDHIK TATHA BYABASAYIK SIKSHYA KARZA
PDSC1380,RCOVQ,TL-RESTRUCTURING COVID QUARTERLY
PDSC633,SCSTQ,SUPER UTTAM SHORT TERM(WC) QUARTERLY SCSTQ
PDSC96,TLSSB,SANA SEWA BYAWASAYA KARZA
PDSC502,TLYPK,TL YUVA PRIYOJANA KARZA
PDSC1418,TLBPN,TL BHUKAMPA PIDIT HARUKO NIJI AWAS NIRMAN KARZA
PDSC1296,SCCTQ,TL-SUPER UTTAM BYAWASAIK KARJA-SCCTQ
PDSC1086,TLSPB,SANA PARYATAN BYAWASAYA KARZA
PDSC578,TLSCA,TL-COMMERCIAL AGRICULTURE AND LIVESTOCK LOAN 10 LAKH
PDSC556,TLSYW,TL-SHISHIT YUVA SWAROJGAR KARZA
PDSC1573,RLQTL,TL-RLQTL
PDSC772,RCOVM,TL-RESTRUCTURING COVID MONTHLY
PDSC1261,DPCOV,DEFFERAL PRINCIPAL COVID
PDSC37,DICOV,DEFFERAL INTEREST COVID
PDSC641,SBLDL,DL-SMALL BUSINESS LOAN- DEMAND LOAN-SBLDL
PDSC1054,SBTLQ,TL-SMALL BUSINESS LOAN- TERM LOAN-SBTLQ
PDSC1146,EBLDL,DL-EASY BUSINESS LOAN- DEMAND LOAN - EBLDL
PDSC856,SBTLM,TL-SMALL BUSINESS LOAN- TERM LOANS -SBTLM
PDSC345,PLDKM,PERSONAL DEMAND LOAN KATHMANDU METROPOLITIAN CITY- PLDKM
PDSC485,PLAKM,PERSONAL ADVANCE SALARY TERM LOAN KATHMANDU METROPOLITIAN CITY- PLAKM
PDSC1074,DLFSM,DL-LOAN AGAINST FIXED DEPOSIT FOR STAFFS
PDSC661,DLFMM,DL-LOAN AGAINST UTKRISTA 10X FIXED YOJANA- FOR MINOR
PDSC1129,DLFMQ,DL-LOAN AGAINST UTKRISTA 10X FIXED YOJANA - FOR MINOR
